id,category_id,sub_category_id,name,description,scientific_name,price,override_price,override,image_path,comments,has_care_sheet,care_sheet_id,is_kingsnake_item,is_active,is_featured,sku
207,1,1,"Cb 2007 Pied Ball Pythons","Cb 2007 Pied Ball Pythons. We are down to our last 2 pairs from the 2007 season. These are lower white but are very well started. $3,250.00 each. EXPORT AVAILABLE- Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$3250.00,"",0,"pied","",1,1,0,0,1,"pp-7112136"
208,1,1,"CB 2007 Pastel Ghost","Cb 2007 Pastel Ghosts! Big well started yearlings. Males $1,200.00 each Female $1,500.00 each. Shipping = $45.00 EXPORT AVAILABLE. Email: Info@prehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$1200.00,"",0,"pastelghost","",1,1,0,0,1,"pp-711310"
211,2,4,"Baby Columbian Redtail Boa","Very nice CBB baby Columbian Redtail Boas. We have both male and females available which are feeding great on hopper mice. They have a great disposition and will make a great pet or addition to a breeding project.
Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$75.00,"",0,"babyboa","",0,1,0,1,0,"pp-15817822"
214,2,4,"Female 100% Het Albino Boa","Beautiful female which is 100% het albino which was produced from breeding an albino male to a normal female. Feeding great on hopper mice and has a great disposition. Shipping charges are an additional $45 through UPS overnight to your door.
Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$150.00,"",0,"hetalbinoboa_m","",0,1,0,1,0,"pp-21116126"
217,2,5,"CB 2007 Western Madagascan Tree Boas","2.3 CB 2007 Western (Mandarin) Madagascan Tree Boas. These are feeding on small mice, they are approximately 30"" long and the girth of a man's thumb. These are one of the calmest most interesting arboreal boids in existence. $750.00 each for single females $650.00 each for single males. $1,250.00 pair or take the group for $3,000.00 Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Sanzinia madagascariensis volontony",$750.00,"",0,"07femsanzinia","",0,0,0,1,0,"pp-18816810"
223,3,0,"Yearling Ghost Glades","Beautiful snake from huge orange and yellow parents.","Elaphe obsoleta",$90.00,"",0,"ghostglades","",0,0,0,1,0,"pp-20817858"
224,1,1,"CB 2008 Male Het Bell Ghost","CB 2008 Male Het Bell Ghost, 173 Grams. Affordable way to get in the ball python game, or just to acquire a really high quality captive bred pet. $80.00 + $45.00 shipping. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$80.00,"",0,"mahegh","",1,1,0,1,1,"pp-9113138"
228,2,4,"Cb 2008 Striped North Brazilian Red Tailed Boa","Cb 2008 F1 Striped North Brazilian Red Tailed Boa. Feeding on fuzzy mice, imppecable silver base color, with an exceptional stripe. $400.00 + $45.00 shipping. EXPORT AVAILABLE. PACKAGES AVAILABLE. Info@Prehistoricpets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor constrictor",$400.00,"",0,"stripednorthbraz","",0,1,0,1,0,"pp-2591290"
229,5,0,"Adult Female Bearded Dragon","Beautiful adult female which is ready for your male. She has a very nice coloration and is perfect. Email us at info@prehistoricpets.com if you have any questions about her or any of our animals.","Pogona Vitticeps",$200.00,"",0,"beardedfemale","",0,0,0,1,0,"pp-21816829"
231,11,0,"Albino Genetic Stripes","This is an ultra rare Combination of two Simple Recessive Traits: Clark Strain Albino & Genetic Stripe. These can be produced in a white phase, a lavender phase (pictured) or a purple phase! The Genetic Stripes not only possess a bright yellow head but are from a bloodline known to be smaller than your average main land type. This is genuinely a must have for the retic enthusiast! Once the Sunfire Gene gets plugged into these expect their popularity to sky rocket! Call us now for our availability of: Albino Genetic Stripes, Genetic Stripes, Genetic Stripes Poss Het Albino, Albinos Poss het Genetic Stripe or other investment packages. EXPORT AVAILABLE.","Python reticulatus",$0.00,"Call For Price",1,"albinogstripe","",0,0,0,1,0,"pp-21819852"
233,11,0,"Platinum/Fire Reticulated Pythons","Fire/Platinum Reticulated Pythons. These are not only a smoking hot yellow and silver snake by themselves but they are also responsible for making: Ivories (which produced our Leucistics!) but also Ultra Ivories! This is the incomplete stage of this incomplete dominant gene a.k.a. ""co-dominant"". We have a few available for release from last season. Call for availability.","Python reticulatus",$0.00,"Call for Price",1,"platinum","",0,0,0,1,0,"pp-2181989"
234,11,0,"Purple Super Tigers!","Well, we heard a lot of rumors that this wouldn't be possible... so we are giving out a free spoon with the purchase of one of these genetic show pieces, so you can let your friend's eat their words-when you show them how wrong they were! These are one of the hottest looking snakes around, and if you disagree we know a great optometrist! Call us if you want to get in on this project, we can set you up with Purple Supers, Purple Tigers (the tool to make these!) or a Purple Super with a Purple Tiger!","Python reticulatus",$0.00,"Call for price",1,"purplesuper","",0,0,0,1,0,"pp-2182088"
235,11,0,"Chrome Back Reticulated Pythons","This is yet another Prehistoric Pets Exclusive! This is a combination of the Titanium mutation, and the Tiger mutation. Making this Titanium Tigers a.k.a. Chrome Backs! These are highly variable, yet all are beautiful pastel colored animals. We can put together packages including Chrome Backs, Plutoniums (Super Tiger Titaniums), Het Titaniums, Titaniums, Tigers het Titanium and Super Tigers het Titanium! Call Today 714.397.0414","Python reticulatus",$0.00,"Call for price",1,"tigertitaniumgold","",0,0,0,1,0,"pp-2281280"
236,11,0,"Albino Sunfire Tiger Reticulated Python`","A triple threat! Albino Sunfire Tigers: Clark Strain Albino (Which produces all three color varieties), Sunfire, and the Tiger mutation. The super tiger form of this combination is a solid gold snake with gorgeous highlighter yellow accents. We can put together packages including: Sunfires het Albino, Suntigers Het Albino, Super Tigers and Super Tiger Sunfires Het Albino, Albino Sunfires and Albino Suntigers. EXPORT AVAILABLE! Call Today 714.397.0414","Python reticulatus",$0.00,"Call for price.",1,"sunalbinot","",0,0,0,1,0,"pp-22812810"
243,2,4,"Cb 2007 Stripeline Salmon Male","Cb 2007 Male Power Packed Salmon. This male is a potential Super Salmon, 66% Het Albino, Het for Stripe Line. If this boy proves out to be a het for albino he should make some really brilliant sunglows. He is feeding on Small Rats and is a flawless snake. $375.00 + $65.00 shipping. Export Available + Packages Available. Email: Info@PrehistoricPets.com Shop: 714.964.3525 cell: 714.3973.0414","Boa constrictor imperator",$375.00,"",0,"07stripesalmon","",0,1,0,1,0,"pp-2591298"
245,2,4,"CB 2007 Male North Brazilian Red Tailed Boa.","CB 2007 Male North Brazilian Red Tailed Boa. This is a sibling to the 2008 North Brazilians currently available. He is the last one from the 2007 season, and is currently feeding on freshly weaned mice. This is fresh Brazilian stock, with both parents being extremely long term original imports, this is an F1 animal. Strong stock to use to outcross to other existing lines. $225.00 + $45.00 Shipping. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor constrictor",$225.00,"",0,"07MaleNB","",0,1,0,1,0,"pp-25912930"
261,1,3,"2008 Male Albino Green het Granite Burmese Python","Beautiful male albino which is 100% het for granite. He is well started and ready for your collection.
Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python molurus bivittatus",$450.00,"",0,"albinogreenhet","",0,1,0,1,0,"pp-20116139"
267,1,2,"Titanium Tiger Reticulated Python","Titanium Tiger Reticulated Pythons. This is another Prehistoric Pets Exclusive! Well started Selectively Bred 2008 Titanium Tiger Reticulated Pythons! These are a combination of the Titanium (Simple recessive) to a Tiger (Incomplete Dominant or ""Co-dominant""). These have tremendous variability and some are silver sided, others are nearly all banana yellow. This animal is priced at $8,500.00 + Freight. Export is available, and trades for other high end reptiles will be considered. If you are serious about in","Python reticulatus",$8500.00,"",0,"plooty","",0,1,0,1,0,"pp-261216120"
268,1,2,"Albino Sunfire Tiger","Albino Sunfire Tiger Reticulated Pythons. Talk about color color color color color!!!!! These guys POP off of your computer screen don't they?! $10,000.00 each. Export Available, High end reptile trades are considered. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$10500.00,"",0,"suntiger","",0,1,0,1,0,"pp-2612161220"
269,1,2,"Titanium Reticulated Python","Cb 2008 Titanium Reticulated Pythons. This Recessive trait is  extremely variable this example is a very ""classic"" looking Titanium and is priced at $6,500.00 with pairs being available for $12,000.00. If you're serious about investing in this project call today and we will get down to brass tacks. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your que","Python reticulatus",$6500.00,"",0,"titanium1","",0,1,0,1,0,"pp-2612161242"
270,1,2,"Plutonium Reticulated Python","CB 2008 Plutonium Reticulated Pythons (Super Tiger & Titanium). Ridiculous looking combination, available ONLY from Prehistoric Pets. We have one Male for $15,000.00 We have one female available for $12,500.00 EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$15000.00,"",0,"lemonplutonium","",0,1,0,1,0,"pp-261216124"
271,1,2,"Het Albino Dwarf Retics","Cb 2008 Dwarf Het Albino Retics. These share the same purple dwarf father as our purple dwarfs for sale. Nice quality animals! $1,000.00 each $2,000.00 pair. EXPORT AVAILABLE- High End Trades Considered. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$1000.00,"",0,"75percentjamphet","",0,1,0,1,0,"pp-7115115"
272,1,2,"Super Dwarf het Albino","Cb 2008 Super Dwarf 100% Het Albino. These are the hot ticket in retics! Think of the potential when breeding all of the new and exciting reticulated","Python reticulatus",$1500.00,"",0,"superdwarfhet","",0,1,0,0,0,"pp-16912930"
274,2,5,"CB Adult Male Madagascan Tree Boa","Cb Adult Male Western ""Mandarin"" Madagascan Tree Boa. Ready to breed, about 6' long. Totally tame, and feeding on large rats. $800.00 + Shipping. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Madagascariensis sanzinia volotony",$800.00,"",0,"malesanzinia","",0,0,0,1,0,"pp-16915930"
275,2,5,"CB Adult Female Western Madagascan Tree Boa","CB Adult Female Western ""Mandarin"" Madagascan Tree Boa. Large 7' + female, totally tame, huge beefy head. Very impressive animal. Feeding on Large Rats. $1,200.00 + Shipping. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Madagascariensis sanzinia volotony",$1200.00,"",0,"femalesanzinia","",0,0,0,1,0,"pp-1691592"
278,5,0,"Baby Smooth Back Bearded Dragons (7"" females)","CB 2008 California Line Leather Back Bearded Dragon Females! These are the visual hets for the Silkie! Breed two together and get 25% Silkies, 50% leather backs and 25% normals. They are awesome and rarely available! A great price at only $225.00 + Shipping. EXPORT AVAILABLE. Call Today these are all going fast at these prices. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Pogona vitticeps",$225.00,"",0,"leatherback","",0,1,0,1,0,"pp-26112142"
280,2,5,"Proven Adult Red Amazon Tree Boa Male","Established adult male Red Amazon Tree Boa, with greyish green banding. Proven male which produced the orange babies for sale. Gorgeous male. $250.00 + Shipping. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Corallus hortulanus",$250.00,"",0,"redmale","",0,1,0,1,0,"pp-22912939"
283,1,3,"Cb 2008 Male Woma Python","Cb 2008 Male Woma Python. Feeding on small mice. We have 4 of them available, all are superb animals. $300.00 each or pair with one of the available females for $800.00 pair. These are big well started 2008s. Email for individual pics. Sorry but EXPORT IS NOT AVAILABLE for Womas! Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Aspidites ramsayi",$300.00,"",0,"woma1","",0,1,0,1,0,"pp-25912954"
284,1,3,"CB 2008 Female Woma Python","Cb 2008 Female Woma Pythons. Big well started females 3 available. $500.00 each + Shipping or you can pair one with your choice of the available males for $800.00 pair + Shipping. Sorry but export IS NOT AVAILABLE on womas. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Aspidites ramsayi",$500.00,"",0,"woma2","",0,1,0,1,0,"pp-25912923"
286,2,4,"Deposit for Lindsay Vo","50% deposit for male Partially Patternless PC Salmon and female Motely Boa. Total price is $1,750.00 plus $45 shipping charge.","Boa constrictor imperator",$830.00,"",0,"payment","",0,1,0,0,0,"pp-271291254"
290,2,4,"CB 2008 Female Hypo Arabesque - high quality","CB 2008 Female Hypo Arabesque Boa. This girl is just down right beautiful! These make some of the best sunglows around, and with two incomplete dominant genes together you have just countless potential. Some of the hypo arabesques are washed out and really reduced in pattern, this female has loads of red and a strong arabesque pattern. Definitely one of the best ones around! $1250.00 + Shipping. Export available! Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$1250.00,"",0,"08fehyar","",0,1,0,1,0,"pp-3217229"
291,2,4,"CB 2008 Female Arabesque Boa","Cb 2008 Female Arabesque Boa. Beautiful incomplete dominant gene that gets BETTER with age, unlike most morphs! Arabesques have been around for nearly 20 years and are still holding their value. These are a wonderful snake to work with, and make some very unique combinations. $550.00 + Shipping. EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$550.00,"",0,"malearab","",0,1,0,1,0,"pp-311131118"
293,1,1,"CB 2008 Mojave Ball Pythons","Cb 2008 Mojave Ball Pythons. We have 7.2 available at this time. males are offered at $300.00 each and you can purchase a 1.1 pair for $700.00. We don't have any lone females available at this time. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$300.00,"",0,"femmojave","",0,1,0,1,1,"pp-711517"
295,1,1,"Cb 2008 Male Albino Ball Pythons","Cb 2008 Male Albino Ball Pythons. Well started nice albinos for only $550.00 each. Sorry only males available right now. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$550.00,"",0,"malbino","",0,1,0,1,1,"pp-7115133"
296,1,1,"Cb 2008 Female Pastel Het for Ghost","Cb 2008 Female Pastel Het Ghost #1, 181 grams. EXPORT AVAIlABLE.Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$600.00,"",0,"paheghfe1","",0,1,0,1,1,"pp-7118124"
297,1,1,"1.1 Cb 2008 Pastels Het For Albino","1.1 Cb 2008 Gorgeous Pastels 100% Het for Albino. Make albino patels and albino super pastels with this pair. $1,500.00 for the pair + Shipping. Export available. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Python regius",$1500.00,"",0,"pastelshet","",0,1,0,1,1,"pp-7115152"
299,2,4,"Proven Female PC line Dominant Salmon","We acquired this gorgeous girl this season from Les Katsumata @ Dragon's Klutch. She is a PC Line Salmon (SUPER RARE FIND!) and is a proven dominant salmon. She produced a fantastic clutch for Les last season, and we acquired her shortly after. She has fattened up and is ready to be sold. This would be a great addition for any die hard boa enthusiast. $1,250.00 + Shipping. EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$1250.00,"",0,"fepcss","",0,1,0,1,0,"pp-17112128"
300,2,4,"Female Proven Dominant Staub line Salmon","Beautiful Aberrant Proven Dominant Salmon Female, which was produced by Rick Staub. She was purchased from Les Katsumata @ Dragon's Klutch after producing a knock out clutch of aberrant salmons for him last season. She has great body weight and should be in good shape to produce again this season. $1,250.00 + Shipping. EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$1250.00,"",0,"staubsalmon","",0,0,0,1,0,"pp-26916936"
302,1,3,"Adult Male High Yellow Biak Green Tree Python","4-5 year old male Biak Green Tree Python. These take the longest to complete their onto-genetic color change, but this guy is still retaining a fair amount of yellow for his age. Beautiful snake for a very fair price. Pounding rat crawlers or large mice. $375.00 + Shipping. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Morelia viridis",$375.00,"",0,"malebiak","",0,1,0,1,0,"pp-17110149"
306,2,4,"CB 2008 Male Probable Dominant Salmon #4","Cb 2008 Male Probable Dominant Salmon #4. This is the most affordable animals from this clutch, and he still has a ridiculous tail! $275.00 + Shipping. EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$275.00,"",0,"malesalmon4","",0,0,0,1,0,"pp-27917924"
307,2,4,"Cb 2008 Probable Dominant Salmon #3","CB 2008 Male Probable Dominant Salmon #3. This bad boy is also a 66% Het Albino 66% Het Kahl Stripe. LOOK AT THAT TAIL! $350.00 + Shipping. EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$350.00,"",0,"malesalm3","",0,1,0,1,0,"pp-181281239"
309,2,4,"CB 2008 Probable Dominant Salmon Male #1 KNOCK OUT!","Cb 2008 Probable Dominant Salmon Male #1 (66% Het Albino and 66% Het Stripe). TOTAL KNOCK OUT!!! $450.00 + Shipping. EXPORT AVAILABLE! Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$450.00,"",0,"malesalm1","",0,0,0,1,0,"pp-27918927"
310,2,4,"Cb 2008 UNBELIEVABLE SUNGLOW FEMALE!","This female sunglow is unbelievable looking! Hands Down one of the hottest sunglows on the market! Les Katsumato @ Dragon's Klutch produced this gem, and I was lucky enough to pry her from his keeper shelf. Don't miss out on adding this prize to your collection... can you imagine watching her grow? EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$1500.00,"",0,"femsunglow","",0,1,0,1,0,"pp-619136"
311,2,4,"CB 2008 Male Arabesque","CB 2008 Male Arabesque Boa. Well started beautiful baby arabesque. This is a dominant trait. Breed a this guy to a female hypo and make hypo arabesques with the first breeding! Highly under-rated morph, wih a lot of unique combos popping up lately. $550.00 + Shipping. EXPORT AVAILABLE. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator",$550.00,"",0,"arabm1","",0,1,0,1,0,"pp-311131135"
317,2,4,"CB 2008 Female Lipstick Line Sunglow","Cb 2008 Female ""Lipstick Line"" Sunglow Boa. Beautiful female with tons of orange and pink. $1,500.00 + Shipping. EXPORT AVAILABLE. 
Email: Info@PrehistoricPets.com  
Cell: 714.397.0414","Boa constrictor imperator",$1500.00,"",0,"lipstick","",0,1,0,1,0,"pp-619152"
318,1,2,"CB 2008 75% Jampea Dwarf 100% Het Albino","CB 2008 75% Jampea Dwarf Reticulated Pythons 100% Het for Albino, these are probably the highest percentage dwarf hets on the market. These are the culmination of years of hard work trying to ""shrink up"" the retics so that everyone can enjoy these awesome snakes. We bred a homozygous purple albino male which was 50% Jampea to a pure Jampea female making these bad boys and girls 75% dwarf! EXPORT AVAILABLE! $2,000.00 each $4,000.00 pair. 
To talk/text with our reticulated python expert 
call Tim (714) 907-","Python reticulatus",$2000.00,"",0,"75d","",0,1,0,1,0,"pp-2612161253"
319,1,2,"Cb 2008 Dwarf Genetic Striped Retics","CB 2008 Dwarf Genetic Striped Retics! This a simple recessive striped mutation. The yellow heads truly pop on the silver, black and white striated body. This is a long term valuable morph to plug into existing mutations, or just beautiful enough to keep as a pet! They don't get much cooler than these folks! EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$950.00,"",0,"gstripe","",0,1,0,1,0,"pp-261216129"
320,1,2,"Cb 2007 Sunfire Tigers 100% Het Albino","CB 2007 Sunfire Tiger 100% Het Albino Retics. These are in the 6'-8' range, and have a huge jump start on making babies for you. Buy breeder direct on these, they hatched out right at our store. Plug one of these into a female albino and make albino sunfires and albino suntigers in one fell swoop. If you don't have a big female albino to breed to one of these next season, call us- we'll take care of you! EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$5000.00,"",0,"suntigerhet","",0,1,0,1,0,"pp-2612161232"
321,1,2,"CB 2008 Purple Tiger Retics! RARE","Cb 2008 Purple Albino Tigers, ultra rare yearlings! The purple tiger is one of the rarest combinations of the reticulated python morphs available today. These are absolutely drop dead gorgeous, with rich orange accents, deep purple trim on a lemon yellow base.  2008s $1,950.00 2007s $2,500.00 EXPORT AVAILABLE: 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$1950.00,"",0,"purps","",0,1,0,1,0,"pp-15111120"
324,2,4,"Salmontine Female #2 High Contrast","CB 2008 Female Salmontine BOa #2 - Very High Contrast. This girl has one of the most spectacular base colors you will find... Just a brilliant looking snake. $375.00 + Shipping. Sorry Export Is Not Available on these. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator x Boa constrictor occidentalus",$375.00,"",0,"salmontinef2","",0,0,0,1,0,"pp-210151058"
325,2,4,"Salmontine Female #3 - Striped","CB 2008 Female Salmontine Boa #3- nice long tail stripe on this lady, with a diffused pastel pink body color. Great looking snake! Sorry but export is not available on these. Email: Info@PrehistoricPets.com Shop: 714.964.3525 Cell: 714.397.0414","Boa constrictor imperator x Boa constrictor occidentalus",$400.00,"",0,"stripedsalmontine","",0,0,0,1,0,"pp-210151056"
329,1,2,"Lavender Albino 66% Poss Het Genetic Stripe","Female Lavender Albino Poss Het Genetic Stripe. CB 2008, with a very nice interconnected pattern. $1,250.00 + Shipping. Can be paired with an albino tiger male poss het Genetic Stripe for $3,000.00 for pair. EXPORT AVAILABLE! 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$1250.00,"",0,"lavposshetgs","",0,1,0,1,0,"pp-261216127"
330,1,2,"CB 2008 Het for Albino Reticulated Python Pairs.","CB 2008 100% Het for Albino Retics! These are from the Clark Strain Multi Color Albino Bloodline. If you breed these together you should theoretically produce white phase, lavender phase and purple phase albinos! $250.00 pair + Shipping. Export Available. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$250.00,"",0,"hetalb","",0,1,0,0,0,"pp-21111119"
331,1,2,"CB 2008 Super Tiger Reticulated Pythons","Cb 2008 Super Tiger Reticulated Pythons. Gorgeous gold and black snakes, one of the coolest morphs around and have remained a staple morph for years! EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$350.00,"",0,"super","",0,1,0,1,0,"pp-2612161248"
332,1,2,"CB 2008 Super Dwarf Het AMEL Retics!","CB 2008 Super Dwarf 100% Het Amel Strain Albino. To my knowledge these are from the only breeding of a Super Dwarf to an Amel Strain Albino. Only females are currently available. $2,500.00 each + Shipping. All are micro-chipped to verify genetics! EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$2500.00,"",0,"sdhetamel","",0,1,0,1,0,"pp-7115116"
333,1,2,"CB 2007 Female Platinum Het Albino Reticulated Pythons","CB 2007 Female Platinums 100% Het for Albino. Big 7'-8' ladies! Killer looking snakes! Tons of combo potential, from making ivories, ultras and their albino forms (in 3 color phases?), to working them into albino super tiger sunfires to make the most ridiculously gold snakes the world has ever seen! $6,500.00 each + Shipping. EXPORT AVAILABLE. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$6500.00,"",0,"plattyhet","",0,1,0,1,0,"pp-2612161228"
337,1,3,"2008 Patternless Rock Python","These are 2008 patternless rocks which have a beautiful color and pattern. We have both sexes available. These are not available very often and you can get a 1.1 pair for $700.00 + shipping charges. Export available. Send us a email if you have any questions.","Python sebae",$400.00,"",0,"08paro","",0,1,0,1,0,"pp-1511615"
338,1,2,"2008 Lavender Albino Super Tiger","What a beautiful animal. Check out the lateral stripe and awesome coloration. We have both males and females available. These are offered for $2,000 each and export is available for them. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$2000.00,"",0,"lavsuper","",0,2,0,1,0,"pp-711513"
339,1,2,"2008 Suntiger poss. het Albino","Beautiful animal which would make a great addition to your collection. We have both males and females available. They are offered for $1,500.00 each. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$1500.00,"",0,"suntigerposshet1","",0,1,0,1,0,"pp-2612161213"
340,1,2,"2008 Tiger poss. DH Albino Genetic Stripe","Beautiful animal with great genetic possibilities. This tiger is possible het for both albino and genetic stripe. Great animal to add to your breeding projects. 
To talk/text with our reticulated python expert 
call Tim (714) 907-7312 between the hours of 
10am – 8pm pacific time. You can also send 
us an email to info@prehistoricpets.com and we
will answer your questions right away. 
Check out our website for all of our available
reticulated pythons and current breeding projects. 
If you don’t see what you are looking for, let us
know, and we will see if we can find it for you.","Python reticulatus",$1500.00,"",0,"tigerdhgsa","",0,2,0,1,0,"pp-7115150"
